date,Lai_500m_med,Lai_500m_mean,Lai_500m_std,Lai_500m_cnt,Lai_500m_max,Lai_500m_min
2011_06_18,53,54.5336271,3.2762118,17,59,50
2011_06_26,57,56.5751391,7.9991349,17,65,36
2011_07_04,50,50.783859,1.8433458,17,54,48
2011_07_12,59,56.0315399,10.3234875,17,66,21
2011_07_20,53,54.9737941,4.8048418,17,65,48
2011_07_28,55,55.5166976,5.0238187,17,62,48
2011_08_05,57,55.205705,12.1256399,17,63,21
2011_08_13,52,53.4086271,7.2765443,17,67,46
2011_08_21,56,53.8200371,9.4125,17,67,31
2011_08_29,50,50.4983766,1.712967,17,53,48
2011_09_06,49,49.0943878,2.2614568,17,52,43
2011_09_14,35,36.6001855,7.9103979,17,46,23
2011_09_22,42,42.3900742,1.5316725,17,46,41
2011_09_30,44,44.2070965,0.9557692,17,47,43
2011_10_08,27,27.8344156,3.6932558,17,36,23
2011_10_16,25,24.4675325,3.6603175,17,32,19
2011_10_24,18,17.4779685,1.6491583,17,21,15
2011_11_01,15,14.6076067,2.3894231,17,18,10
2011_11_09,9,9.3147032,0.5882353,17,11,9
2011_11_17,8,8.0725881,0.8764508,17,10,7
2011_11_25,8,8.117115,1.1764706,17,11,7
2011_12_03,7,7.4886364,0.6056253,17,9,7
2011_12_11,7,7.8133117,0.922611,17,9,7
2011_12_19,7,6.9972171,0,17,7,7
2011_12_27,7,6.9754174,0.2352941,17,8,7
2012_01_01,7,6.9225417,0.3221897,17,7,6
2012_01_09,7,7.7404917,1.3388008,17,11,7
2012_01_17,6,6.5030148,0.4991342,17,7,6
2012_01_25,7,7.4758813,0.69102,17,9,7
2012_02_02,5,5.6038961,0.7759356,17,7,5
2012_02_10,7,7.4960575,0.6960094,17,9,7
2012_02_18,8,7.9944341,0.9982684,17,10,7
2012_02_26,10,9.565167,0.6960094,17,11,8
2012_03_05,10,9.8341837,0.5823232,17,11,9
2012_03_13,10,10.1665121,0.7299808,17,12,9
2012_03_21,13,13.0034787,1.0973387,17,16,12
2012_03_29,18,20.0141466,7.627577,17,39,12
2012_04_06,48,45.0055659,12.5146281,17,68,24
2012_04_14,53,49.8798701,12.9953412,17,65,26
2012_04_22,48,47.682282,1.7509266000000001,17,51,45
2012_04_30,51,50.6804267,9.0611151,17,68,21
2012_05_08,7,13.1096939,15.9893996,17,70,2
2012_05_16,56,52.2386364,13.1754201,17,63,15
2012_05_24,61,58.0438312,4.4527508,17,62,49
2012_06_01,52,54.8040353,5.0649757,17,66,50
2012_06_09,29,36.8497217,14.117402,17,65,22
2012_06_17,51,52.3559833,4.1719113,17,63,49
2012_06_25,63,60.1479592,5.819666,17,68,49
2012_07_03,50,51.0950835,1.5696075,17,54,48
2012_07_11,14,26.6994434,18.5337997,17,60,7
2012_07_19,63,57.614564,17.3526421,17,66,17
2012_07_27,57,55.2764378,6.9262052,17,66,36
2012_08_04,16,27.5153061,20.5281476,17,70,9
2012_08_12,49,48.9793599,1.0289915,17,51,47
2012_08_20,17,24.1291744,24.3491046,17,70,6
2012_08_28,19,27.218692,16.2369991,17,55,8
2012_09_05,47,46.4872449,2.7275349,17,53,44
2012_09_13,26,32.3193414,10.7770742,17,51,17
2012_09_21,44,44.0359462,0.6169464,17,46,43
2012_09_29,42,37.5950835,11.6859126,17,45,11
2012_10_07,22,22.6655844,2.1962535,17,27,20
2012_10_15,18,18.3578386,2.6594481,17,23,16
2012_10_23,15,14.6377551,0.892103,17,16,13
2012_10_31,7,7.1539889,2.6372367,17,18,6
2012_11_08,9,9.1950371,0.4556451,17,10,9
2012_11_16,7,7.4673006,0.7759356,17,9,7
2012_11_24,7,7.8274583,0.922611,17,9,7
2012_12_02,7,7.4213822,0.7714634,17,9,7
2012_12_10,3,3.4951299,0.6056253,17,5,3
2012_12_18,7,6.8601577,0.7252252,17,9,5
2012_12_26,7,7.341141,1.4927738,17,9,5
2013_01_01,7,7.1403061,0.5128116,17,9,7
2013_01_09,3,2.7803803,1.0555505,17,5,1
2013_01_17,7,6.8738404,0.3221897,17,7,6
2013_01_25,7,7.6096939,0.8360394,17,9,7
2013_02_02,5,5.7314471,0.9557692,17,7,5
2013_02_10,8,8.3529685,1.8168759,17,12,7
2013_02_18,9,9.0621521,0.2352941,17,10,9
2013_02_26,9,8.6781076,0.6655123,17,10,7
2013_03_06,7,7.2353896,0.5703153,17,9,7
2013_03_14,10,10.2984694,0.5703153,17,12,10
2013_03_22,10,9.8596939,1.3284223,17,13,8
2013_03_30,12,11.3063544,1.3179621,17,13,9
2013_04_07,16,16.1723098,0.9074852,17,18,14
2013_04_15,18,23.4211503,17.8317783,17,66,7
2013_04_23,46,45.8147032,1.7666656,17,50,43
2013_05_01,7,7.9260204,3.0463547,17,16,4
2013_05_09,57,52.4385436,13.7508729,17,66,10
2013_05_17,49,50.9805195,3.8770017,17,60,44
2013_05_25,51,52.5535714,4.6025418,17,66,48
2013_06_02,49,47.8325603,6.7465229,17,56,25
2013_06_10,58,56.9406308,4.2303893,17,68,51
2013_06_18,53,51.3652597,8.9148218,17,68,26
2013_06_26,51,46.0596011,17.2827093,17,70,16
2013_07_04,26,30.5120594,18.5233417,17,57,9
2013_07_12,35,33.6386827,15.687696,17,52,10
2013_07_20,50,50.625,3.3233993,17,63,47
2013_07_28,52,41.586039,18.5742688,17,56,13
2013_08_05,57,58.3186456,4.0472982,17,67,51
2013_08_13,51,49.0818646,9.1231482,17,53,22
2013_08_21,47,46.5095083,1.4599616,17,50,45
2013_08_29,51,52.1623377,3.4790525,17,63,50
2013_09_06,49,49.7286642,2.8673077,17,56,47
2013_09_14,45,44.8784787,1.3490994,17,48,42
2013_09_22,45,37.9144249,14.3654719,17,52,3
2013_09_30,43,42.5681818,4.1411096,17,46,26
2013_10_08,19,18.8214286,1.2725475,17,21,17
2013_10_16,16,16.1899351,1.0423556,17,18,15
2013_10_24,20,19.4659091,1.1406306,17,21,17
2013_11_01,9,9.3937848,0.69102,17,11,9
2013_11_09,9,8.6414657,0.899827,17,11,7
2013_11_17,8,7.8807978,0.9374928,17,9,7
2013_11_25,8,8.1048237,0.8564835,17,10,7
2013_12_03,2,2.3956401,0.7759356,17,4,1
2013_12_11,7,7.7059369,0.9557692,17,9,7
2013_12_19,7,7.2769017,0.8235294,17,9,6
2013_12_27,7,7.3729128,0.545507,17,9,7
2014_01_01,7,7.1820501,0.2352941,17,8,7
2014_01_09,7,7.2349258,0.5128116,17,9,7
2014_01_17,7,7.5403525,0.7714634,17,10,7
2014_01_25,7,7.3239796,0.8360394,17,9,6
2014_02_02,5,4.7833952,0.5703153,17,5,3
2014_02_10,6,6.0589054,0.9982684,17,8,4
2014_02_18,9,8.7219388,0.9772499,17,9,5
2014_02_26,9,9.0150742,0.4159452,17,10,8
2014_03_06,10,10.2833952,0.9036642,17,12,9
2014_03_14,10,10.1138683,0.9982684,17,12,9
2014_03_22,10,10.0589054,0.802246,17,13,9
2014_03_30,11,11.2497681,1.1496953,17,14,10
2014_04_07,12,12.2773655,2.4438327,17,17,9
2014_04_15,17,17.0484694,1.2112506,17,20,15
2014_04_23,26,25.7894249,3.1600885,17,31,20
2014_05_01,42,35.2643785,11.7470456,17,55,11
2014_05_09,56,54.9891002,5.6458332,17,67,47
2014_05_17,47,50.937616,8.6484593,17,68,40
2014_05_25,54,54.1704545,4.0275865,17,64,49
2014_06_02,48,49.1695269,4.3940822,17,56,43
2014_06_10,56,59.2847866,5.0396353,17,68,53
2014_06_18,55,57.6948052,8.0293579,17,70,47
2014_06_26,54,53.3550557,5.5823498,17,59,33
2014_07_04,47,46.2363173,3.2454386,17,54,42
2014_07_12,53,52.3740724,8.2214169,17,68,31
2014_07_20,45,43.0092764,16.0987437,17,68,10
2014_07_28,30,33.1653525,16.7313393,17,64,9
2014_08_05,53,53.0841837,2.2812611,17,57,49
2014_08_13,50,50.9805195,3.1819125,17,57,47
2014_08_21,48,47.7036178,0.6655123,17,49,47
2014_08_29,52,52.3678108,3.3873365,17,61,49
2014_09_06,6,6.3381262,1.3336217,17,8,5
2014_09_14,45,45.1064471,0.892103,17,47,43
2014_09_22,46,46.1456401,4.969805,17,51,27
2014_09_30,41,40.6043599,7.8731289,17,50,22
2014_10_08,27,27.9733302,3.3954988,17,35,22
2014_10_16,26,25.6648887,3.0588235,17,34,20
2014_10_24,20,18.6739332,3.0689876,17,22,14
2014_11_01,13,12.562384,1.0256233,17,14,11
2014_11_09,9,9.5456865,0.7714634,17,11,9
2014_11_17,8,7.9942022,0.8724939,17,10,7
2014_11_25,8,7.7711039,0.8318903,17,9,7
2014_12_03,7,7.21359,1.0878378,17,11,6
2014_12_11,7,7.1025046,0.6389871,17,9,6
2014_12_19,7,6.5890538,0.9036642,17,9,5
2014_12_27,7,7.1699907,0.5128116,17,9,7
2015_01_01,7,7.2509276,0.6443795,17,9,7
2015_01_09,7,7.4649814,0.7714634,17,9,7
2015_01_17,7,7.0895176,0.4159452,17,8,6
2015_01_25,7,6.2639147,0.9411765,17,7,5
2015_02_02,5,6.1611781,2.7553032,17,17,5
2015_02_10,6,5.994898,0.5391266,17,7,5
2015_02_18,7,6.8780148,0.3221897,17,7,6
2015_02_26,2,2.6618738,1.452834,17,6,1
2015_03_06,9,9.2128942,0.5128116,17,10,8
2015_03_14,9,9.208256,0.3221897,17,10,9
2015_03_22,9,9.2356215,0.4556451,17,10,9
2015_03_30,12,11.546846,0.9772499,17,13,9
2015_04_07,15,14.6008813,1.4927738,17,16,9
2015_04_15,19,19.8200371,2.6892069,17,28,17
2015_04_23,31,34.7115028,7.7905097,17,45,21
2015_05_01,57,56.4355288,5.58111,17,66,47
2015_05_09,53,54.6764842,5.0065701,17,67,49
2015_05_17,52,52.4137291,9.5974333,17,64,27
2015_05_25,20,27.2741187,13.8246558,17,48,10
2015_06_02,55,50.6150278,15.8540052,17,67,12
2015_06_10,56,56.2112709,4.032738,17,66,50
2015_06_18,55,56.4642857,4.3806748,17,65,48
2015_06_26,56,56.492115,2.5721425,17,62,51
2015_07_04,48,41.3731447,10.0179769,17,53,23
2015_07_12,56,53.9902597,10.262641,17,67,18
2015_07_20,60,54.4726345,16.9593448,17,68,17
2015_07_28,53,53.3086735,3.6223069,17,60,46
2015_08_05,50,49.1720779,1.2725475,17,51,47
2015_08_13,51,51.4081633,2.6542386,17,58,49
2015_08_21,51,51.5939239,2.2522576,17,56,47
2015_08_29,46,43.8100649,4.8141947,17,49,35
2015_09_06,7,21.0447588,21.0096369,17,52,2
2015_09_14,45,44.593692,6.2954919,17,54,21
2015_09_22,1,1.1164193,0.3221897,17,2,1
2015_09_30,39,36.6558442,6.3453113,17,43,26
2015_10_08,25,26.7103432,5.6280317,17,41,21
2015_10_16,24,24,2.4845544,17,29,21
2015_10_24,13,13.7166048,1.0017286,17,16,13
2015_11_01,2,1.9788961,0.9374928,17,3,1
2015_11_09,7,7.6607143,0.8235294,17,9,7
2015_11_17,7,7.1143321,0.5823232,17,9,6
2015_11_25,6,6.1815863,0.7578882,17,7,5
2015_12_03,7,7.1920223,0.5128116,17,9,7
2015_12_11,7,7.0211039,0.5391266,17,9,6
2015_12_19,7,7.0366419,0.2352941,17,8,7
2015_12_27,7,6.9482839,0.802246,17,9,6
2016_01_01,7,6.9482839,0.802246,17,9,6
2016_01_09,7,6.5528757,0.9772499,17,8,5
2016_01_17,7,7.1064471,0.3221897,17,8,7
2016_01_25,7,6.8049629,0.545507,17,8,6
2016_02_02,7,7.0143785,0,17,7,7
2016_02_10,7,7.244666,1.0154516,17,11,6
2016_02_26,9,8.9383117,1.2112506,17,12,7
2016_03_05,9,9.096475,0.2352941,17,10,9
2016_03_13,9,9.2692486,0.4556451,17,10,9
2016_03_21,10,10.3736085,0.6960094,17,12,10
2016_03_29,14,14.4543135,1.4997116,17,17,12
2016_04_06,16,15.7268089,2.0646975,17,22,13
2016_04_14,23,25.8244434,11.8397606,17,55,15
2016_04_22,54,54.9605751,6.1080241,17,68,46
2016_04_30,55,52.3995826,11.2772546,17,67,26
2016_05_08,52,52.9983766,3.5166436,17,65,51
2016_05_16,46,46.2789889,2.1290542,17,50,44
2016_05_24,55,53.4800557,11.9256636,17,65,18
2016_06_01,55,55.2064007,5.1851531,17,67,47
2016_06_09,49,50.4318182,2.9352882,17,56,47
2016_06_17,48,44.4772727,12.4288981,17,58,22
2016_06_25,46,48.3629406,8.1927472,17,64,34
2016_07_03,57,57.6073748,4.8271149,17,68,49
2016_07_11,54,54.0582096,7.2722633,17,63,27
2016_07_19,51,52.489564,2.808785,17,59,49
2016_07_27,57,52.6273191,15.8109506,17,67,17
2016_08_04,20,34.981679,22.8964874,17,70,10
2016_08_12,52,51.8988868,3.6546411,17,59,45
2016_08_20,49,48.8641002,1.7666656,17,52,45
2016_08_28,18,19.6852968,4.2164614,17,28,12
2016_09_05,47,46.8773191,0.5391266,17,48,46
2016_09_13,45,44.0345547,4.2499746,17,45,29
2016_09_21,45,39.0169295,11.2612881,17,58,16
2016_09_29,13,14.3603896,3.9240188,17,24,12
2016_10_07,41,38.9777365,5.2888863,17,43,25
2016_10_15,25,27.1685993,6.5339147,17,43,22
2016_10_23,22,22.4202226,1.3232026,17,24,19
2016_10_31,14,13.4893321,0.7624401,17,14,12
2016_11_08,11,10.7017625,0.8764508,17,12,9
2016_11_16,9,9.3886827,0.5998846,17,11,9
2016_11_24,7,7.2741187,0.6655123,17,9,7
2016_12_02,7,7.4763451,0.69102,17,9,7
2016_12_10,7,7.2189239,0.6443795,17,9,7
2016_12_18,7,7.1734694,0.4705882,17,9,7
2016_12_26,7,6.7008349,0.545507,17,8,6
2017_01_01,9,7.4148887,2.6121886,17,11,3
2017_01_09,7,6.9016698,1.1823383,17,9,5
2017_01_17,7,6.9213822,0.2352941,17,7,6
2017_01_25,7,7.4858534,0.848365,17,9,7
2017_02_02,7,7.4566327,0.5998846,17,9,7
2017_02_10,8,7.630334,0.5998846,17,9,7
2017_02_18,9,9.6101577,0.8442765,17,12,9
2017_02_26,10,9.9867811,0.8724939,17,12,9
2017_03_06,10,10.0507885,0.5823232,17,12,9
2017_03_14,10,10.015538,0.5940885,17,12,9
2017_03_22,10,10.0980983,0.7578882,17,12,9
2017_03_30,12,12.8949443,1.2779742,17,16,12
2017_04_07,17,25.2713358,15.5974446,17,52,14
2017_04_15,45,43.3981911,6.6530426,17,55,32
2017_04_23,7,10.6688312,8.0358195,17,24,4
2017_05_01,54,49.5830241,11.6995253,17,64,21
2017_05_09,61,59.8819573,4.5821981,17,67,53
2017_05_17,56,56.8392857,5.0114057,17,67,50
2017_05_25,44,42.6637291,5.8911699,17,50,32
2017_06_02,56,58.0992579,4.2041337,17,65,50
2017_06_10,56,56.0440631,3.8885868,17,68,49
2017_06_18,43,36.7699443,13.5032996,17,54,14
2017_06_26,48,45.4248609,13.3528116,17,66,22
2017_07_04,56,51.8153989,12.2319,17,65,19
2017_07_12,56,54.7353896,4.9376738,17,68,51
2017_07_20,60,57.3805659,5.9216336,17,67,45
2017_07_28,53,52.2650742,18.0291959,17,66,12
2017_08_05,52,53.117115,4.6160544,17,61,47
2017_08_13,50,51.9461967,9.6226377,17,62,20
2017_08_21,50,47.9311224,7.7119419,17,62,22
2017_08_29,48,47.6212894,2.1629149,17,49,42
2017_09_06,47,47.7987013,2.1078203,17,55,46
2017_09_14,44,45.1477273,2.5382881,17,53,42
2017_09_22,42,41.4638219,5.032077,17,45,22
2017_09_30,44,43.7606679,5.3026076,17,46,22
2017_10_08,16,22.1335807,8.8583626,17,43,13
2017_10_16,22,22.9406308,2.4789774,17,28,18
2017_10_24,18,18.8552876,1.9930676,17,23,16
2017_11_01,7,7.1259276,2.2103876,17,14,6
2017_11_09,9,8.6085343,0.5998846,17,9,7
2017_11_17,9,8.4587199,0.7759356,17,10,7
2017_11_25,8,7.7933673,0.8764508,17,10,7
2017_12_03,7,7.6319573,0.6056253,17,9,7
2017_12_11,7,7.3033395,0.5128116,17,9,7
2017_12_19,4,4.2277365,0.4705882,17,5,3
2017_12_27,6,5.9255566,0.9629827,17,7,5
2018_01_01,7,7.4422542,1.0878378,17,9,6
2018_01_09,7,7.398423,0.9112902,17,9,6
2018_01_17,6,6.7073284,2.3292929,17,11,3
2018_01_25,7,7.4545455,0.9112902,17,9,6
2018_02_02,7,7.16141,0.6389871,17,9,6
2018_02_10,1,1.0027829,0,17,1,1
2018_02_18,6,5.9387755,1.1098801,17,9,5
2018_02_26,9,9.5811688,1.0256233,17,12,8
2018_03_06,5,5.2070965,0.545507,17,7,5
2018_03_14,7,6.9250928,1.4552138,17,12,6
2018_03_22,10,10.0220315,0.6389871,17,12,9
2018_03_30,11,10.9867811,1.3920188,17,14,8
2018_04_07,12,12.4148887,0.9112902,17,14,11
2018_04_15,20,19.7488404,1.5316725,17,23,16
2018_04_23,47,41.3886827,13.7092902,17,65,21
2018_05_01,50,51.6950371,5.8386613,17,66,43
2018_05_09,62,59.6653525,7.2594051,17,68,47
2018_05_17,44,40.2873377,21.8611536,17,70,13
2018_05_25,52,49.1681354,9.3996245,17,55,21
2018_06_02,55,55.2940631,4.8996857,17,62,47
2018_06_10,45,41.4134972,16.0778814,17,70,19
2018_06_18,55,56.9807514,4.8897888,17,68,49
2018_06_26,41,35.9429499,14.2241084,17,57,14
2018_07_04,55,57.9853896,6.0533956,17,70,49
2018_07_12,51,47.6521336,15.3334336,17,70,14
2018_07_20,43,43.2871058,14.0793598,17,66,20
2018_07_28,7,8.8643321,5.574286,17,28,4
2018_08_05,55,54.5614564,3.9486321,17,68,51
2018_08_13,50,51.2080241,4.6645241,17,65,46
2018_08_21,49,49.3824212,1.6470588,17,54,48
2018_08_29,44,44.5524119,1.8620226,17,47,42
2018_09_06,10,11.9533859,3.5896815,17,18,5
2018_09_14,45,44.9786642,1.0289915,17,47,43
2018_09_22,44,43.7360853,0.545507,17,44,42
2018_09_30,40,35.2567254,6.5598126,17,42,22
2018_10_08,23,23.7024583,14.7439507,17,56,8
2018_10_16,24,24.8100649,4.613055,17,38,20
2018_10_24,22,22.6076067,1.8823529,17,25,17
2018_11_01,10,10.3534323,0.9665692,17,13,9
2018_11_09,7,7.6201299,0.69102,17,9,7
2018_11_17,8,8.1781076,0.8564835,17,9,7
2018_11_25,7,7.2852505,0.6443795,17,9,7
2018_12_03,5,5.4965213,0.7714634,17,7,5
2018_12_11,7,7.320269,0.5882353,17,9,7
2018_12_19,7,7.6903989,1.0256233,17,10,7
2018_12_27,3,3.1674397,0.3221897,17,4,3
2019_01_01,5,5.5602968,0.69102,17,7,5
2019_01_09,7,7.6022727,0.8442765,17,9,7
2019_01_17,7,6.1964286,0.9701425,17,7,5
2019_01_25,7,7.6396104,0.7624401,17,9,7
2019_02_02,8,7.8144712,0.922611,17,10,7
2019_02_10,8,7.7497681,0.7299808,17,9,7
2019_02_18,10,9.9524583,0.9982684,17,12,9
2019_02_26,7,6.755102,0.4241825,17,7,6
2019_03_06,9,9.4264842,0.69102,17,11,9
2019_03_14,7,7.1416976,0.6443795,17,9,6
2019_03_22,11,11.0684137,1.0423556,17,13,10
2019_03_30,8,8.7346939,1.3284223,17,12,8
2019_04_07,11,11.377551,0.5703153,17,12,10
2019_04_15,25,24.975649400000002,3.8122004,17,35,20
2019_04_23,60,58.1808905,7.2479564,17,67,39
2019_05_01,43,41.5057978,9.3867314,17,63,26
2019_05_09,33,40.1764842,22.4942899,17,70,10
2019_05_17,23,32.958256,17.8629926,17,67,14
2019_05_25,49,50.6910946,6.5908608,17,66,38
2019_06_02,42,39.2277365,15.3946919,17,67,8
2019_06_10,50,49.5920686,2.8745392,17,60,46
2019_06_18,52,51.2333024,8.5890411,17,59,18
2019_06_26,61,58.8026438,5.6721257,17,65,50
2019_07_04,49,46.0057978,9.3900485,17,61,16
2019_07_12,54,55.7518553,4.3081961,17,66,47
2019_07_20,49,51.1530612,5.4461821,17,66,46
2019_07_28,59,58.0507885,5.4784889,17,66,47
2019_08_05,49,49.3344156,1.9930676,17,55,47
2019_08_13,47,47.6906308,9.1280775,17,62,21
2019_08_21,49,48.1839054,5.4961452,17,51,26
2019_08_29,48,48.1085343,1.2394887,17,52,47
2019_09_06,47,46.8838126,1.8320484,17,51,41
2019_09_14,44,42.8680427,4.6280325,17,44,24
2019_09_22,44,42.9730983,4.6999963,17,45,24
2019_09_30,32,32.4707792,6.4919434,17,43,18
2019_10_08,24,24.9097866,3.1425201,17,29,16
2019_10_16,17,17.5637755,1.6844495,17,21,15
2019_10_24,13,12.4364564,1.0256233,17,14,11
2019_11_01,13,14.2091837,1.9562693,17,17,11
2019_11_09,11,11.0647032,0.9982684,17,13,9
2019_11_17,8,7.9786642,0.8724939,17,9,7
2019_11_25,9,8.5579777,0.6056253,17,9,7
2019_12_03,7,7.2980056,0.7299808,17,9,6
2019_12_11,7,7.643321,1.0154516,17,10,7
2019_12_19,7,7.5619202,1.0356951,17,10,7
2019_12_27,6,6.1806586,0.7848038,17,7,5
2020_01_01,7,7.0435993,0.4159452,17,8,6
2020_01_09,5,5.6602505,0.8442765,17,7,5
2020_01_17,7,7.3807978,0.848365,17,9,7
2020_01_25,8,7.7799165,0.7848038,17,9,7
2020_02_02,5,5.859462,0.9843059,17,7,5
2020_02_10,8,7.9387755,0.802246,17,9,7
2020_02_18,9,9.549397,0.6960094,17,11,9
2020_02_26,10,9.9000464,0.5823232,17,11,9
2020_03_05,10,10.4237013,1.1436601,17,13,9
2020_03_13,7,7.4239332,0.8442765,17,9,6
2020_03_21,10,9.900974,0.9374928,17,12,8
2020_03_29,16,16.5180891,1.4166582,17,20,14
2020_04_06,49,43.4721707,11.3661916,17,55,22
2020_04_14,49,49.5818646,2.7553032,17,57,47
2020_04_22,61,60.278525,8.0594676,17,68,35
2020_04_30,56,55.6820501,8.2905708,17,67,43
2020_05_08,51,49.1681354,11.7949611,17,67,25
2020_05_16,51,54.9735622,6.3844534,17,66,48
2020_05_24,48,47.3573748,11.4066089,17,64,19
2020_06_01,56,53.2919759,9.6377286,17,68,39
2020_06_09,54,53.4510668,10.9869378,17,66,26
2020_06_17,46,43.3819573,12.8773829,17,58,11
2020_06_25,56,53.9441095,15.7818169,17,70,10
2020_07_03,37,37.4540816,10.8308799,17,54,16
2020_07_11,51,51.3346475,3.3914201,17,60,47
2020_07_19,56,56.3478664,3.0508947,17,63,52
2020_07_27,49,49.7353896,1.4599616,17,52,48
2020_08_04,52,52.1702226,2.0863703,17,56,48
2020_08_12,50,46.817486100000004,16.000865,17,70,10
2020_08_20,49,48.5637755,0.9772499,17,50,47
2020_08_28,47,46.6078386,1.2422772,17,48,44
2020_09_05,49,48.6319573,1.3745084,17,51,45
2020_09_13,43,43.8817254,4.5404754,17,62,41
2020_09_21,15,15.4626623,2.4984424,17,22,13
2020_09_29,41,39.8218924,2.9399998,17,47,35
2020_10_07,18,17.716141,1.6259147,17,21,16
2020_10_15,21,20.8930891,1.4646941,17,24,19
2020_10_23,13,13.3211967,2.3632129,17,21,10
2020_10_31,11,11.8334879,1.4456713,17,14,9
2020_11_08,9,9.1106215,0.6859943,17,11,7
2020_11_16,8,8.0934601,0.6758309,17,9,7
2020_11_24,8,7.6523655,0.6809316,17,9,7
2020_12_02,7,7.2036178,0.7058824,17,9,6
2020_12_10,7,6.8358071,0.5823232,17,8,5
2020_12_18,7,6.7557978,0.38122,17,7,6
2020_12_26,7,6.5711967,0.7714634,17,7,5
NA,NA,NA,NA,NA,NA,NA
